market_constraint,dayzer_constraint,pano_constraint,pano_confidence,dayzer_confidence,pano_score,dayzer_score,pano_ambiguous,dayzer_ambiguous
BERGEN 138 KV BERGEN-ERUTHERF R-1344,BERGEN_138 KV_BER-ERU:230/138.Bergen.T220-4,ERUTHERF 138KV - BERGEN 138KV (BERGEN 138 KV BER-ERU),high,medium,0.8909,0.5119,False,True
MONTVALE69 KV   MON-PEA,MONTVALE_69 KV_MON-PEA:ACTUAL,PEARLRIV 69KV - MONTVALE 69KV (MONTVALE 69 KV MON-PEA),high,medium,0.7045,0.4607,False,True
REFORM  138 KV  NNE-REF,REFORM_138 KV_NNE-REF:ACTUAL,REFORM 138KV - NNEWARK 138KV (REFORM 138 KV NNE-REF),medium,medium,0.5977,0.6286,True,False
SALTSPRG 138 KV SALTSPRG-MASURY,SALTSPRG_138 KV_SAL-MAS1:L138.Masury-Shenango,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),high,medium,0.88,0.5136,False,True
AQUAHAR_230KV252B_1_LN,LORE 6_161 KV_LN 4361:345L17102,AQUAHAR 230 KV  2119,medium,low,0.5,0.1667,True,True
CLAYMONT 69 KV CLAYMONT-NAAMANS 6834,CLAYMONT_69 KV_CLA-NAA:ACTUAL,NAAMANS 69KV - CLAYMONT 69KV (CLAYMONT 69 KV CLA-NAA),high,medium,0.8769,0.5033,True,True
116 GOOD-900 ELWO 11620     B  345 KV,116 GOOD 345-900 ELWO 345,900 ELWO 345KV - 116 GOOD 345KV (116 GOOD 345 KV 11622),high,medium,0.8667,0.55,True,False
OLIVE   138 KV  2-S,OLIVE_138 KV_2-S:ACTUAL,OLIVE 1KV - OLIVE 138KV (OLIVE 138 KV 2-S),high,medium,0.8,0.55,False,False
PLEASNTV TX3 XFORMER L 230 KV,BULLRUN_230 KV_TX3:ACTUAL,PLEASNTV TX3      XFORMER   L  230 KV,medium,low,0.6643,0.2929,False,True
O-FALLON-PORTER ROAD - KREN 138 L/O BEEHIVE-CAHOKIA 345,KREN_138 KV_KRE-PORT:CAHOKIA 345-BEEHIVE 345,KREN 138KV - PORTR R3 138KV (KREN 138 KV KRE-PORT),low,low,0.3669,0.2864,False,True
HIGHLAOE138 KV  HIG-COM1,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,HIGHLAOE138 KV  HIG-SAL1,medium,medium,0.55,0.4757,True,False
PRESTON-TANYARD 6716-5 B 69 KV,PRESTON_69 KV_PRE-TAN:ACTUAL,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN),high,medium,0.9214,0.545,False,True
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1,BARTONVI_138 KV_BAR-LONG:ACTUAL,BARTONVI138 KV  BAR-MEA,high,low,0.7879,0.35,True,True
BATERYHT230 KV  2011A,BATERYHT_230 KV_2011A:ACTUAL,CLIFTON 230KV - BATERYHT 230KV (BATERYHT 230 KV 2011A),low,low,0.35,0.4,True,False
94 HAURD-11323 11323 B 138 KV,94 HAURD_138 KV_96101:ACTUAL,94 HAURD 138KV - 11323 138KV (94 HAURD 138 KV 11323),high,low,0.7071,0.4,False,True
LACKAWAN-SUMMITPL LAC-SUM2       A 230 KV,LACKAWAN_230 KV_LAC-SUM2:ACTUAL,LACKAWAN 230KV - SUMMITPL 230KV (LACKAWAN 230 KV LAC-SUM2),high,medium,0.9172,0.525,False,True
HAZARD  161 KV  3,HAZARD_161 KV_3:ACTUAL,HAZARD 161KV - HAZARD 138KV (HAZARD 161 KV 3),medium,medium,0.48,0.5333,True,False
WMILTON 345 KV  BK-E,WMILTON_345 KV_BK-E:ACTUAL,WMILTON 345KV - WMILTON 138KV (WMILTON 345 KV BK-E),high,medium,0.8417,0.5786,False,True
ASHBURN-COCHRANM 227A,ASHBURN_230 KV_TX1:ACTUAL,ASHBURN-COCHRANM 227A,high,low,0.8071,0.1667,True,True
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,MIDDLJCT_115 KV_MID-YOR7:ACTUAL,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),high,medium,0.8727,0.4833,False,True
CANTONCE 138 KV CANTONCE-CLOVEROE,CANTONCE_138 KV_CAN-CLO1:ACTUAL,CANTONCE 138KV - CLOVEROE 138KV (CANTONCE 138 KV CAN-CLO1),high,medium,0.88,0.4833,False,False
RPMONE - MADDOX CREEK 345 KV L/O MARYSVILLE - SORENSON 765KV,ROBISONP_345 KV_. 5:L765.Marysville-Sorenson,RPMONE 345KV - MADDOXCR 345KV (MADDOXCR 345 KV MAD-RPM),medium,low,0.5167,0.3318,True,True
AMOS 345 KV AMOS 7-P XFORMER,AMOS_345 KV_8-P:345/138.Amos.7,AMOS     7-P      XFORMER   H  345 KV,high,medium,0.8071,0.55,True,False
BERGEN 230 KV BERGEN-LEONIA T-2272,BERGEN_230 KV_BER-LEO:L230.Bergen-Leonia.K-2289,BERGEN 230KV - LEONIA 230KV (BERGEN 230 KV BER-LEO),high,medium,0.8909,0.5422,False,True
PIERC_DK345 KV  PIE-PIE2,PIERC_DK_345 KV_PIE-PIE2:ACTUAL,PIERC_DK345 KV  PIE-PIE1,medium,medium,0.5917,0.5233,True,False
JUNIATA 500 KV JUNIATA 1 XFORMER,JUNIATA_500 KV_2:ACTUAL,JUNIATA  1        XFORMER   H  500 KV,medium,low,0.625,0.44,True,True
HAVILAND69 KV   HAV-PAU,HAVILAND_69 KV_HAV-PAU:L138.EastLima-Haviland,HAVILAND 69KV - PAULDING 69KV (HAVILAND 69 KV HAV-PAU),high,low,0.7,0.425,False,True
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,IDYLWOO4_230 KV_202A:L500.Loudoun-Morrisville.569,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A),high,low,0.815,0.3722,False,True
STURGIS 69 KV STURGIS-HOWE TIE,STURGIS_69 KV_STU-HOW1:ACTUAL,HOWE 69KV - STURGIS 69KV (STURGIS 69 KV STU-HOW1),high,medium,0.8615,0.4833,False,True
KYGERCRE345 KV  KYG-DOE4,KYGERCRE_345 KV_KYG-DOE4:ACTUAL,KYGERCRE 345KV - DOEX530 345KV (KYGERCRE 345 KV KYG-DOE4),high,low,0.7,0.4357,False,False
NMESHOPP 230 KV 4TX  XFORM  L  115 KV,NMESHOPP_230 KV_#3 TX:ACTUAL,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV 4 TX),medium,low,0.6095,0.3167,False,True
OLIVE   345 KV  OLI-OLIV,OLIVE_345 KV_OLI-OLIV:ACTUAL,OLIVUNPA 345KV - OLIVE 345KV (OLIVE 345 KV OLI-OLIV),high,medium,0.8464,0.5986,False,False
CHEOAHH413.8 KV CHE-CHO1,CHESWICK_138 KV_CHE-LF52:ACTUAL,CHEOAHH413.8 KV CHE-CHO1,medium,low,0.55,0.1762,False,True
KELLAM  69 KV   KEL-WEI,KELLAM_69 KV_KEL-RED:ACTUAL,KELLAM  69 KV   KEL-WEI,high,medium,0.7227,0.4607,False,True
TANNERSC 345 KV TANNERSC-EBEND,TANNERSC_345 KV_TAN-EBE1:ACTUAL,TANNERSC 345KV - EBEND 345KV (TANNERSC 345 KV TAN-EBE1),medium,medium,0.63,0.5119,True,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:JUNIATA-DAUPHIN 230 LINE,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,medium,0.9403,0.6507,False,True
ROCKCREEK - BEAVERCHANNEL 161 KV L/O QUADCITY - SUB91 345 KV,TURKEYRIVER-STONEMAN 161 KV L/O GENOA-SENECA 161 KV:GENOA - SENECA 161 KV,ROCK CRE 161KV - DEWITT 6 161KV (ROCK CRE 161 KV 62081625),low,low,0.42,0.2682,True,True
HUMMELCR138 KV  HUM-GRE1,HUMMELCR_138 KV_HUM-GRE1:ACTUAL,HUMMELCR138 KV  HUM-GRE1,high,low,0.7,0.4357,True,False
SHEFFIELD - AMOCO 138 KV L/O DUMONT - WILTONCENTER 765 KV,SHEFFILD_138 KV_SHE-17M1:Sheffield-Amoco 138 kV,Gary Ave XF2 345/138 kV l/o Wiltoncenter-Dumont 765 kV,medium,low,0.6727,0.35,False,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8303,0.4722,True,True
EBEND - TERMINAL 4516 L/O L345.TANNERSCREEK-DEARBORN.1,EBEND_345 KV_EBE-TER1:L345.TannersCreek-Dearborn.1,EBEND 345KV - TERMINAL 345KV (EBEND 345 KV EBE-TER1),medium,low,0.4763,0.3333,False,True
AQUAHAR_230KVAQU-GAR1_1_LN,AQUAHAR_230 KV_AQU-GAR1:ACTUAL,AQUAHAR 230KV - GARRSNV 230KV (AQUAHAR 230 KV AQU-GAR1),medium,low,0.4722,0.25,True,True
BAIR 115 KV BAIR-JACK ME 969-2,BAIR_115 KV_BAI-JAC:ACTUAL,JACK ME 115KV - BAIR 115KV (BAIR 115 KV BAI-JAC),medium,medium,0.6903,0.5233,True,True
BLMNTDOM230 KV  2180,NORTHWES230 KV 230-3 Conastone-Northwest (2322) 230 KV & N.West #2 tx,BLMNTDOM230 KV  201,high,low,0.8083,0.1833,False,True
WMORELN4230 KV  TX1,CUSHAW_115 KV_TX1:ACTUAL,CLBHOUSE230 KV  TX1,low,low,0.3167,0.2667,True,True
DOUGLAS - FRANCISCO 345 KV L/O POSEYVILLE EAST - AB BROWN 345 KV,DOUGLAS2_345 KV_DOU-FRCS:AB Brown - Polyeast 345 kV,Gibson - Francisco 345 kV l/o AB Brown - Gibson 345 kV,medium,low,0.6682,0.3205,False,True
SHENANGO138 KV  SHE-MAS1,SHENANGO_138 KV_SHE-MAS1:ACTUAL,LINE    138 KV  SHE-MAS1,medium,medium,0.5808,0.4757,False,False
12 DRESD 345 KV 12 DRESDEN 45TR83 CT,12 DRESD_345 KV_TR83CT-P:Dresden-Elwood 1222 345 kV line,12 DRESD 345KV - 12 DRESD 1KV (12 DRESD 345 KV TR83CT-P),high,medium,0.7167,0.4833,False,False
PLEASNT 138 KV PLEASNT -STMARYS STM-PLE,PLEASNT_138 KV_STM-PLE:ACTUAL,PLEASNT 138KV - STMARYS 138KV (PLEASNT 138 KV STM-PLE),high,medium,0.9159,0.5432,False,True
HOMERCIT 230 KV HOMERCIT-SHELOCTA KHC 2014,HOMERCIT_230 KV_HOM-SHE:ACTUAL,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE),medium,medium,0.5906,0.49,True,True
MITTAL 2 - ROXANA 138 KV L/O SHEFFIELD - CALUMET 138 KV,MITCHYRD_138 KV_MIT-MIT2:Sheffield - Calumet 138 kV,Sheffield-Calumet 138 kV l/o Sheffield-Marktown 138 kV,medium,low,0.6083,0.35,False,False
COLLIER  T1       XFORMER   L  345 KV,COLLIER_345 KV_T1:ACTUAL,COLLIER 345 KV  T1,high,medium,0.7738,0.4833,True,True
CORNER 138 KV CORNER-LAYMAN,CORNER_138 KV_COR-LAY:ACTUAL,CORNER 138KV - LAYMAN 138KV (CORNER 138 KV COR-LAY),high,medium,0.9159,0.5432,True,True
WESTERN REACTIVE TRANSFER INTERFACE,NY TRANSFER INTERFACE,TRANSFER INTERFACE: WEST,medium,low,0.55,0.2556,True,True
LEESVILL 138 KV LEESVILL-SMITHMOU,LEESVILL_138 KV_LEE-SMI1:L138.Redeye-SmithMou,SMITHMOU 138KV - LEESVILL 138KV (LEESVILL 138 KV LEE-SMI1),high,medium,0.8727,0.5136,False,True
ELMONT4 500 KV ELMONT4 TX2 XFORMER,ELMONT4_500 KV_TX2:L500.Elmont-Ladysmith.574,ELMONT4 500KV - ELMONT4 230KV (ELMONT4 500 KV TX2),high,low,0.719,0.4,True,True
CARL_PN_115KVCAR-GAR_1_LN,CARL PN_115 KV_CAR-GAR:ACTUAL,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),medium,low,0.5227,0.3,True,True
LOCKHART138 KV  CLI-LOC,LOCKHART_138 KV_CLI-LOC:ACTUAL,CLINCHRI 138KV - LOCKHART 138KV (LOCKHART 138 KV CLI-LOC),medium,medium,0.4545,0.4929,False,False
3 POWERT138 KV  POW-TWRL,3 POWERT_138 KV_POW-TWRL:ACTUAL,3 POWERT 138KV - TWRL 138KV (3 POWERT 138 KV POW-TWRL),high,medium,0.7403,0.4579,False,False
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),high,medium,0.8727,0.4833,False,True
ASHBURN 230 KV  227B,ASHBURN_230 KV_227B:L230.Beaumead-Ashburn-PleasantView.274,ASHBURN 230KV - BEAUMEAD 230KV (ASHBURN 230 KV 227B),high,low,0.8083,0.4357,False,True
BATTLEBO115 KV  1014A,BATTLEBO_115 KV_1014A:ACTUAL,HATHAWAY 115KV - BATTLEBO 115KV (BATTLEBO 115 KV 1014A),medium,low,0.5952,0.35,True,True
BLMNTDOM230 KV  201,NORTHWES230 KV 230-3 Conastone-Northwest (2322) 230 KV & N.West #2 tx,BLMNTDOM230 KV  201,high,low,0.94,0.19,False,True
4 QUAD C345 KV  0405,4 QUAD C_345 KV_0401 1:ACTUAL,4 QUAD C345 KV  0404,high,low,0.7696,0.4333,False,True
SPORNAEP-KYGERCRE TIE B 345 KV,SPORNAEP_345 KV_SPO-KYG1:ACTUAL,SPORNAEP 345KV - KYGERCRE 345KV (SPORNAEP 345 KV SPO-KYG1),high,low,0.8303,0.45,True,True
PLEASNTV 203T274      CB    230 KV,PLEASNTV_230 KV_TX1:ACTUAL,PLEASNTV 230KV - EDWSFERY 230KV (EDWSFERY 230 KV 203A),medium,low,0.5929,0.3167,True,True
CONEMAUG115 KV CNM-SEW,CONEMAUG_115 KV_CNM-SEW:ACTUAL,SEWARD 115KV - CONEMAUG 115KV (CONEMAUG 115 KV CNM-SEW),medium,medium,0.4545,0.4929,False,False
EASTON 138 KV EASTON AT-1 XFORMER,EASTON_138 KV_AT-1:ACTUAL,EASTON   AT-1     XFORMER   H  138 KV,medium,medium,0.6675,0.5167,True,False
PRGEORGE230 KV  TX1,SADDLEBR_230 KV_TX1:ACTUAL,PRGEORGE 230KV - PRGEORGE 115KV (PRGEORGE 230 KV TX1),medium,low,0.6,0.35,False,True
ELDRED 230 KV ELDRED-SUNBURY,ELDRED_230 KV_ELD-SUN:ACTUAL,SUNBURY 230KV - ELDRED 230KV (ELDRED 230 KV ELD-SUN),medium,medium,0.6778,0.5694,True,True
BLANCO_69KVBLA-NEWM_1_LN,BLANCO_69 KV_BLA-NEWM:ACTUAL,BLANCO 69KV - NEWMERED 69KV (BLANCO 69 KV BLA-NEWM),medium,low,0.4722,0.25,False,True
NMESHOPP 230 KV 4TX  XFORM  H  230 KV,NMESHOPP_230 KV_#3 TX:ACTUAL,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV #3 TX),medium,low,0.5694,0.2929,False,True
16 WAUKE345 KV  TR83CT-P,135 ELMH_345 KV_TR83CT-P:ACTUAL,156 CHER345 KV  TR83CT-P,medium,medium,0.55,0.5024,True,True
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,DARLEYRD_69 KV_DAR-NAA:ACTUAL,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),medium,medium,0.6333,0.5278,True,False
ALTAVSTA 138 KV ALTAVSTA TX3 XFORMER,ALTAVSTA_138 KV_TX3:138/115.Altavista.T4 (Sctnlz),ALTAVSTA 138KV - ALTAVSTA 115KV (ALTAVSTA 138 KV TX3),high,low,0.7071,0.3722,False,True
HARRSNBG 230 KV HARRSNBG-GROTTOES 260A,HARRSNBG_230 KV_260A:L500.Elmont-Cunningham.553,HARRSNBG 230KV - GROTTOES 230KV (HARRSNBG 230 KV 260A),high,low,0.8417,0.3722,False,True
TMI 500 KV TMI 1 BANK XFORMER,TMI_500 KV_1 BANK:500/230.Conastone.500-4,TMI 500KV - TMI 230KV (TMI 500 KV 1 BANK),high,medium,0.7607,0.5167,True,True
CORPORAT138 KV  COR-HAR,CORPORAT138 KV BUR-COR ACTUAL,CORPORAT138 KV  BUR-COR,medium,medium,0.5278,0.5024,False,True
7713 138 KV 7713 2,BUZZARD 138 KV STAB-13 Burches Hill-Alabama Avenue (23089/23093) 230 LINE,74 KEWAN138 KV  6101 3,low,low,0.4286,0.19,True,True
GOOSECRE500 KV  TX1,POSSUMP4_500 KV_TX1:ACTUAL,BRAMBLET 500KV - BRAMBLET 230KV (BRAMBLET 500 KV TX1),medium,low,0.6067,0.35,True,True
GLENLYN 138 KV  GLE-PET1,GLENLYN_138 KV_GLE-PET1:L765.JacksonsFerry-Cloverdale + 138CB.JF.L,GLENLYN 138KV - PETERSMO 138KV (GLENLYN 138 KV GLE-PET1),high,low,0.8417,0.4477,False,False
DUNEACRE-MICHIGANCITY 13843 138KV L\O GREENTOWN-DUMONT 765KV,DUNEACRE_138 KV_DUN-MIC1:L765.Dumont-Greentown,DUNEACRE 138KV - MICHIGA2 138KV (DUNEACRE 138 KV DUN-MIC2),medium,low,0.5889,0.3808,True,True
CRES DUQ138 KV  CRE-MTN,CRES DUQ_138 KV_CRE-MTN:ACTUAL,CRES DUQ138 KV  CRE-MTN,high,medium,0.7894,0.5233,True,True
RICHLND 138 KV RICHLND-02RDGVL,RICHLND_138 KV_RIC-02R1:ACTUAL,RICHLND 138KV - 02RDGVL 138KV (RICHLND 138 KV RIC-02R1),medium,medium,0.6694,0.5583,True,False
138 SILV 345 KV 138 SILVER 45TR82 CT,138 SILV_345 KV_TR82CT-P:345L14401 Wayne-Silver Lake 345 kV Line,138 SILV 345KV - 138 SILV 1KV (138 SILV 345 KV TR82CT-P),high,low,0.7,0.4357,False,True
LEMOYNE-HOME DEPOT 138 KV L/O LEMOYNE-MIDWAY 345 KV,HOMEDEPT_138 KV_HOM-LEM:L345.Lemoyne-Midway,BP_HUSKY 138KV - 02FORTIN 138KV (BP_HUSKY 138 KV BPH-02F1),low,low,0.425,0.3318,True,True
BRUNSWIC_230KVBRU-MEA_1_LN,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA),low,low,0.2222,0.3,True,True
CARS DUQ138 KV  CAR-OAK1,CARS DUQ_138 KV_CAR-OAK1:ACTUAL,CARS DUQ138 KV  CAR-OAK,medium,medium,0.5917,0.5405,True,False
MANOR_69KVMAN-SAF3_1_LN,MANOR_69 KV_MAN-SAF3:ACTUAL,SAFEHARB 69KV - MANOR 69KV (MANOR 69 KV MAN-SAF3),low,low,0.2222,0.3167,True,True
DUPSEAFD-LAURELDP 6736 B 69 KV,DUPSEAFD_69 KV_DUP-LAU:ACTUAL,DUPSEAFD 69KV - LAURELDP 69KV (DUPSEAFD 69 KV DUP-LAU),high,medium,0.8769,0.5033,False,True
TYLER   230 KV  2003B1,TYLER_230 KV_2003B1:L500.Carson-Midlothian.563,POE 230KV - TYLER 230KV (TYLER 230 KV 2003B1),high,low,0.7833,0.4357,False,True
CHURCH 69 KV CHURCH-NEWMERED 6704-1,CHURCH_69 KV_CHU-NME:ACTUAL,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),high,medium,0.9214,0.545,False,True
PLYMOUTH 230 KV PLYMOUTH-WHITPAIN 220-13,PLYMOUTH230 KV PLY-WHI3 ELROY WHITPAIN 500-3,WHITPAIN 230KV - PLYMOUTH 230KV (PLYMOUTH 230 KV PLY-WHI3),high,medium,0.88,0.61,False,True
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,GARDNERS_115 KV_GAR-TEX:L115.MidltwnJct-Collins + ShadeGap-Roxbury,ROXBURY-SHADEGAP KR 1075   B  115 KV,high,low,0.9667,0.3318,True,True
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1,EWAYNESB_138 KV_EWA-RIN:ACTUAL,RINGGOLD 138KV - EWAYNESB 138KV (EWAYNESB 138 KV EWA-RIN),medium,medium,0.597,0.4944,True,True
PETERS 138 KV PETERS-UNIONJCT UNNJ-PTR,PETERS_138 KV_PET-UNI:ACTUAL,UNIONJCT 138KV - PETERS 138KV (PETERS 138 KV PET-UNI),medium,medium,0.5851,0.4864,True,True
BETHEL-RIVERTON RLU B 138 KV,BETHEL_138 KV_BET-RIVU:L500.Cloverdale-Lexington.566,BETHEL 138KV - RIVERTON 138KV (BETHEL 138 KV BET-RIVU),high,low,0.8714,0.4427,False,True
GAINESVL230 KV  TX3,BULLRUN_230 KV_TX3:ACTUAL,GAINESVL 230KV - GAINESVL 115KV (GAINESVL 230 KV TX3),medium,low,0.5952,0.35,False,True
DEXTER  138 KV  DEX-ROSE,DEXTER_138 KV_DEX-ROSE:ACTUAL,DEXTER 138KV - ROSEWOOD 138KV (DEXTER 138 KV DEX-ROSE),medium,medium,0.5917,0.6286,True,False
BRISTERS 500 KV BRISTERS TX1 XFORMER,BRISTERS_500 KV_TX1:L500.Bristers-Ox.539,BRISTERS 500KV - BRISTERS 230KV (BRISTERS 500 KV TX1),high,low,0.7071,0.4,False,True
WEFOSTOR_138KVWES-WOOD_1_LN,WEFOSTOR_138 KV_WES-WOOD:345/138.FostoriaCentral.T1,WOODVLTE 138KV - WEFOSTOR 138KV (WEFOSTOR 138 KV WES-WOOD),medium,low,0.4722,0.2222,False,True
DELCOCIN - KOKOMOPS 138 KV L/O LEESBURG - DEEDSVIL 345 KV,DELCOCIN_138 KV_DEL-KOK:Walton-Deedsville-Leesburg 345,DELCOCIN 138KV - KOKOMOPS 138KV (DELCOCIN 138 KV DEL-KOK),medium,low,0.6429,0.3318,False,True
SEWARD 230 KV SEWARD 230 KV T11 XFORMER,SEWARD_230 KV_T11:ACTUAL,SEWARD 230 KV T11  XFORMER  H  230 KV,medium,medium,0.6643,0.5233,True,False
BUCKSKIN69 KV   BUC-GRE1,BUCKSKIN_69 KV_BUC-GRE1:ACTUAL,BUCKSKIN 69KV - GREENFIE 69KV (BUCKSKIN 69 KV BUC-GRE1),medium,low,0.6944,0.4357,False,True
LABADIE-GRAYSUM 345 KV (GRA-LABA) L/O LABADIE-GRAYSUM 345 KV (30648308),GRAYSUM3_345 KV_GRA-LABA:Labadie - Wildwood - Mason 345 kV,LABADIE3 345KV - GRAYSUM3 345KV (GRAYSUM3 345 KV GRA-LABA),medium,low,0.6545,0.4449,False,True
CLINCHRI 138 KV CLINCHRI-LEBANON,CLINCHRI_138 KV_CLI-LEB1:ACTUAL,CLINCHRI 138KV - LEBANON 138KV (CLINCHRI 138 KV CLI-LEB1),medium,medium,0.6227,0.5119,True,False
BLOOMING230 KV  BLO-PAU,BLOOMING_230 KV_BLO-PAU:L500.Hopatcong-Lackawanna.5063,PAUPACK 230KV - BLOOMING 230KV (BLOOMING 230 KV BLO-PAU),high,low,0.7045,0.4008,False,False
BLMNTDOM230 KV  BEL-COCH,BLMNTDOM_230 KV_BEL-COCH:L230.EvergreenMills-YarleyRidge.2209,BLMNTDOM 230KV - COCHRANM 230KV (BLMNTDOM 230 KV BEL-COCH),high,low,0.7,0.3972,True,True
DEERCREE138 KV  DEE-MIS,DEERCREE_138 KV_DEE-MIS:ACTUAL,DEERCREE138 KV  DEE-MUL1,medium,medium,0.5405,0.4929,True,False
BURNHAM-SHEFFIELD 345 L/O DUMONT-WILTON CENTER 765 KV,COOK_765 KV_4-P:L765.Dumont-Wilton Center.11215,Burnham Munster l/o Dumont Wilton Center,high,low,0.8389,0.4,False,True
08LAPLJT138 KV  08L-SAN1,08LAPLJT_138 KV_08L-SAN1:ACTUAL,08LAPLJT138 KV  08L-SAN1,high,low,0.7733,0.4357,False,True
PLEASNTV 203T274      CB    230 KV,PLEASNTV_230 KV_TX1:ACTUAL,EDWSFERY 230KV - PLEASNTV 230KV (EDWSFERY 230 KV 203A),medium,low,0.5929,0.3167,True,True
LINE 69 KV MONR AE-VINELAND 0711-1,MONR AE_69 KV_MON-VINE:L69.Sherman-Vineland.0761,MONR AE 69KV - VINELAND 69KV (MONR AE 69 KV MON-VINE),high,medium,0.9345,0.603,False,True
MITTAL 2 - ROXANA 138 KV L/O MARKTOWN - CHICAGO 138 KV,MITCHYRD_138 KV_MIT-ROXA:Marktown - Chicago 138 kV,Mittal 2-Roxana 138 kV l/o Marktown-Chicago 138 kV,high,low,0.9,0.35,False,True
FARMVILL230 KV  TX5,REEVESAV_230 KV_TX5:ACTUAL,FARMVILL 230KV - FARMVILL 115KV (FARMVILL 230 KV TX5),medium,low,0.5952,0.35,False,True
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512,COLONIAL_115 KV_COL-ROC2:ACTUAL,COLONIAL115 KV  COL-ROC2,medium,medium,0.5333,0.4786,True,True
FREMNT  138 KV  FRE-WFR1,FREMNT_138 KV_FRE-WFR1:ACTUAL,WFREMONT 138KV - FREMNT 138KV (FREMNT 138 KV FRE-WFR1),high,medium,0.835,0.5786,False,False
WEFOSTOR-WOODVLTE WES-WOOD  A  138 KV,WEFOSTOR_138 KV_WES-WOOD:345/138.FostoriaCentral.T1,WOODVLTE 138KV - WEFOSTOR 138KV (WEFOSTOR 138 KV WES-WOOD),high,medium,0.9214,0.5056,False,True
COLLEGE CORNER-COLLINSVILLE 138 KV L/O RED BANK-TERMINAL 345 KV,ROCHELLE_138 KV_08R-TER1:L345.Red Bank-Terminal,Terminal 345/138 TR11 l/o Red Bank-Terminal 345+Terminal 345/138 TR12,medium,low,0.5577,0.3643,True,True
FACEROCK69 KV   FAC-MAN,FACEROCK_69 KV_FAC-MAN:ACTUAL,FACEROCK 69KV - MANOR 69KV (FACEROCK 69 KV FAC-MAN),high,medium,0.7,0.4579,False,True
CONCORD 138 KV  CON-COU,CONCORD_138 KV_CON-COU:ACTUAL,CONCORD 138KV - COUNTRYS 138KV (CONCORD 138 KV CON-COU),high,medium,0.8477,0.6036,False,True
ALLENIM 138 KV  ALL-LOG,ALLENIM_138 KV_ALL-LOG:ACTUAL,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),medium,medium,0.5977,0.6286,True,False
BELLEFON T3 XFORMER         H  138 KV,BELLEFON_138 KV_T3:ACTUAL,BELLEFON 138KV - BELLEFON 69KV (BELLEFON 138 KV T3),high,low,0.7167,0.4357,False,True
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),high,medium,0.825,0.5786,False,False
135_ELMH_T1_138TR81CT-S_XF,SCADIZ_138 KV_T1_XF:ACTUAL,SCADIZ  138 KV  T1_XF,low,low,0.25,0.3222,True,True
BEAVER  138 KV  BEA-JOH1,BEAVER_138 KV_BEA-JOH1:L345.Beaver-LakeAvenue.1,BEAVER 138KV - JOHNSOFE 138KV (BEAVER 138 KV BEA-JOH1),high,medium,0.8417,0.525,True,False
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),high,medium,0.8727,0.4833,False,True
BEAUMEAD 274T2130     CB       230 KV,BEAUMEAD 274T2130 CB 230 KV L230.EVERGREENMILLS-BRABLETON.2172,ASHBURN 230KV - BEAUMEAD 230KV (BEAUMEAD 230 KV 274C),medium,medium,0.5929,0.5833,True,False
